"","sex","yob","g2000","g2002","g2004","p2000","p2002","p2004","treatment","cluster","voted","hh_id","hh_size","numberofnames","p2004_mean","g2004_mean","age","bintreat"
"294084","female",1936,"yes","yes","yes","yes","yes","No"," Control",8520,"Yes",153359,1,20,0.2,0.9,70,0
"131902","female",1956,"yes","no","yes","yes","no","Yes"," Control",3806,"Yes",68496,1,20,0.35,0.95,50,0
"322644","male",1948,"yes","yes","yes","no","no","No"," Control",9341,"No",168125,2,21,0.1904762,0.8095238,58,0
"294749","female",1986,"no","no","yes","no","no","No"," Control",8541,"No",153728,3,21,0.4761905,0.952381,20,0
"210304","male",1944,"yes","yes","yes","no","no","No"," Control",6117,"No",110094,2,21,0.047619,0.9047619,62,0
"321832","male",1929,"yes","yes","yes","yes","no","No"," Control",9316,"Yes",167687,2,21,0.1904762,0.9047619,77,0
"79263","male",1950,"yes","yes","yes","no","yes","No"," Control",2283,"No",41082,2,21,0.1428571,1,56,0
"80865","female",1936,"yes","yes","yes","no","no","Yes"," Control",2327,"No",41882,1,21,0.5714286,1,70,0
"83109","male",1982,"no","yes","yes","yes","yes","Yes"," Control",2390,"Yes",43017,3,21,0.1904762,0.952381,24,0
"169841","male",1949,"yes","yes","yes","yes","yes","No"," Control",4923,"No",88613,3,21,0.2380952,0.8095238,57,0
"71533","female",1973,"yes","yes","yes","no","yes","No"," Control",2062,"Yes",37109,2,21,0.2857143,0.9047619,33,0
"214841","female",1965,"yes","yes","yes","no","no","No"," Control",6249,"Yes",112475,2,21,0.6190476,1,41,0
"262874","female",1956,"yes","yes","yes","yes","yes","No"," Control",7648,"No",137655,3,21,0.0952381,0.952381,50,0
"132964","male",1963,"yes","yes","yes","yes","no","No"," Control",3837,"Yes",69054,2,21,0.1904762,0.952381,43,0
"78472","female",1986,"no","no","yes","no","no","No"," Control",2260,"No",40680,3,21,0.0952381,0.8571429,20,0
"1290","male",1948,"no","yes","yes","no","yes","Yes"," Control",39,"Yes",686,3,21,0.2857143,0.9047619,58,0
"9030","male",1967,"yes","yes","yes","no","yes","No"," Control",265,"No",4757,2,21,0.1428571,0.9047619,39,0
"16139","female",1959,"yes","yes","yes","no","no","No"," Control",473,"Yes",8511,2,21,0.4761905,0.952381,47,0
"27325","female",1935,"no","yes","yes","no","no","Yes"," Neighbors",798,"No",14362,2,21,0.0952381,0.6666667,71,1
"224553","female",1968,"no","no","yes","no","no","No"," Control",6537,"Yes",117662,3,21,0.4285714,1,38,0
"269308","female",1970,"yes","yes","yes","no","yes","Yes"," Control",7833,"No",140980,2,20,0.2,0.95,36,0
"334821","female",1986,"no","no","yes","no","no","No"," Control",9714,"No",174840,4,21,0.2857143,0.952381,20,0
"135773","female",1940,"yes","yes","yes","no","no","Yes"," Control",3918,"Yes",70524,2,21,0.7619048,0.8095238,66,0
"283302","male",1956,"yes","no","yes","no","yes","No"," Control",8217,"No",147896,3,21,0.3333333,1,50,0
"296643","female",1973,"no","yes","yes","yes","yes","No"," Control",8595,"No",154707,4,21,0.3809524,1,33,0
"144395","male",1939,"yes","yes","yes","no","no","Yes"," Control",4174,"Yes",75125,2,21,0.7619048,0.952381,67,0
"275744","male",1971,"no","yes","yes","no","yes","No"," Control",8013,"No",144220,3,21,0.6190476,0.952381,35,0
"84236","male",1961,"no","yes","yes","no","yes","No"," Control",2422,"Yes",43594,1,20,0.25,0.75,45,0
"237707","female",1952,"no","no","yes","no","no","No"," Control",6929,"No",124709,2,21,0.4285714,1,54,0
"130814","female",1920,"yes","yes","yes","no","yes","No"," Control",3773,"Yes",67908,1,21,0.3333333,0.8571429,86,0
"133679","male",1957,"yes","yes","yes","no","no","No"," Control",3858,"No",69434,2,21,0.4285714,1,49,0
"130900","female",1959,"yes","no","yes","yes","no","No"," Neighbors",3776,"No",67955,1,21,0.6666667,0.952381,47,1
"131134","female",1957,"yes","yes","yes","yes","yes","No"," Control",3783,"No",68080,1,21,0.1428571,0.9047619,49,0
"106824","female",1959,"yes","yes","yes","no","no","Yes"," Control",3074,"No",55317,1,21,0.3333333,0.952381,47,0
"41448","female",1947,"yes","yes","yes","no","yes","No"," Control",1201,"No",21614,2,21,0.2380952,0.952381,59,0
"58177","female",1983,"no","no","yes","no","no","No"," Control",1679,"No",30212,3,21,0,0.952381,23,0
"28330","female",1965,"yes","yes","yes","no","yes","No"," Control",828,"No",14887,2,21,0.3809524,0.8095238,41,0
"307961","male",1939,"yes","yes","yes","no","no","No"," Control",8920,"No",160554,2,21,0.6666667,1,67,0
"103221","female",1967,"yes","yes","yes","no","no","No"," Control",2970,"No",53457,2,21,0,0.8571429,39,0
"34271","female",1955,"yes","yes","yes","no","no","Yes"," Control",996,"No",17914,3,21,0.2380952,0.952381,51,0
"93957","male",1980,"yes","yes","yes","no","no","Yes"," Control",2706,"No",48702,5,21,0.5714286,1,26,0
"126491","male",1959,"yes","yes","yes","no","yes","No"," Control",3647,"Yes",65645,3,21,0.2380952,0.952381,47,0
"222328","female",1974,"yes","yes","yes","no","no","Yes"," Control",6472,"No",116487,2,21,0.6190476,1,32,0
"196225","male",1967,"no","yes","yes","no","no","Yes"," Control",5697,"No",102531,3,21,0.4285714,0.8571429,39,0
"100632","female",1954,"yes","yes","yes","yes","yes","No"," Control",2897,"No",52141,1,21,0.047619,0.9047619,52,0
"325949","male",1950,"yes","yes","yes","no","yes","Yes"," Control",9444,"No",169986,3,21,0.5238096,0.952381,56,0
"86477","male",1944,"yes","yes","yes","no","no","No"," Neighbors",2488,"No",44778,1,21,0.3333333,0.9047619,62,1
"51161","female",1965,"yes","yes","yes","no","no","Yes"," Control",1476,"Yes",26564,2,21,0.4761905,1,41,0
"208464","female",1951,"yes","no","yes","no","yes","No"," Control",6064,"No",109145,3,21,0.4761905,1,55,0
"159695","male",1954,"yes","yes","yes","no","no","No"," Neighbors",4629,"No",83309,3,21,0,0.952381,52,1
"36762","male",1976,"yes","yes","yes","no","no","Yes"," Control",1066,"No",19181,1,21,0.5714286,0.952381,30,0
"18441","female",1948,"yes","yes","yes","no","no","Yes"," Control",540,"Yes",9720,3,21,0.3333333,1,58,0
"153159","male",1958,"yes","yes","yes","yes","yes","No"," Control",4433,"No",79793,1,21,0.047619,0.8571429,48,0
"267218","male",1961,"yes","no","yes","yes","yes","Yes"," Control",7773,"No",139908,3,21,0.1904762,0.952381,45,0
"340894","female",1938,"yes","yes","yes","no","no","Yes"," Control",9901,"Yes",178207,2,21,0.4761905,0.8571429,68,0
"78704","female",1949,"yes","yes","yes","yes","no","No"," Control",2267,"Yes",40798,1,21,0.3809524,0.952381,57,0
"589","male",1915,"yes","yes","yes","no","yes","No"," Control",19,"No",331,2,21,0.2857143,1,91,0
"272206","male",1960,"yes","yes","yes","no","no","Yes"," Control",7911,"No",142385,2,21,0.3333333,0.9047619,46,0
"100474","female",1959,"yes","no","yes","no","no","No"," Control",2893,"No",52062,1,21,0.0952381,1,47,0
"158323","male",1961,"yes","yes","yes","yes","yes","Yes"," Control",4586,"Yes",82548,3,21,0.2857143,0.8095238,45,0
"282476","female",1975,"no","no","yes","no","yes","Yes"," Neighbors",8196,"No",147518,2,21,0.2857143,0.952381,31,1
"251193","female",1954,"yes","no","yes","no","yes","No"," Neighbors",7308,"No",131535,2,21,0.1904762,0.9047619,52,1
"150754","male",1953,"yes","yes","yes","yes","no","No"," Control",4362,"No",78510,2,21,0.1428571,0.8571429,53,0
"423","female",1961,"yes","yes","yes","yes","yes","No"," Control",14,"No",237,2,21,0.2380952,0.952381,45,0
"305890","male",1938,"yes","no","yes","no","no","No"," Control",8861,"No",159491,3,21,0.2857143,1,68,0
"272531","female",1970,"yes","yes","yes","no","no","No"," Control",7920,"No",142548,2,21,0.1904762,0.952381,36,0
"105892","male",1960,"no","no","yes","no","no","No"," Control",3047,"No",54840,2,21,0.1904762,0.9047619,46,0
"241310","female",1947,"yes","yes","yes","yes","yes","Yes"," Neighbors",7029,"Yes",126511,2,21,0.5714286,0.9047619,59,1
"60839","female",1964,"yes","yes","yes","no","yes","Yes"," Neighbors",1754,"No",31562,3,21,0.2857143,0.9047619,42,1
"35521","male",1982,"yes","no","yes","no","no","No"," Neighbors",1031,"Yes",18552,4,21,0.2857143,0.952381,24,1
"19346","female",1977,"no","no","yes","no","no","No"," Control",567,"No",10201,2,21,0.0952381,0.9047619,29,0
"105256","male",1955,"yes","yes","yes","no","yes","No"," Neighbors",3029,"No",54515,2,21,0.2380952,0.952381,51,1
"255991","female",1961,"yes","yes","yes","no","yes","Yes"," Control",7447,"No",134045,1,21,0.6190476,0.952381,45,0
"297694","male",1968,"yes","yes","yes","no","no","No"," Control",8626,"No",155255,1,21,0.1904762,0.8095238,38,0
"115599","female",1961,"yes","yes","yes","yes","no","Yes"," Control",3330,"Yes",59928,3,21,0.2380952,0.9047619,45,0
"142914","male",1947,"yes","yes","yes","yes","no","No"," Control",4130,"Yes",74333,2,21,0.2857143,1,59,0
"311308","female",1984,"no","no","yes","no","no","Yes"," Control",9017,"No",162303,4,21,0.4285714,0.952381,22,0
"42734","female",1955,"yes","yes","yes","no","no","No"," Control",1238,"No",22270,2,21,0.1904762,1,51,0
"275662","male",1956,"yes","yes","yes","no","no","No"," Control",8011,"No",144181,2,21,0.047619,0.952381,50,0
"152608","male",1933,"yes","yes","yes","yes","yes","Yes"," Neighbors",4418,"Yes",79507,3,21,0.4761905,1,73,1
"289453","male",1979,"yes","yes","yes","no","no","No"," Control",8386,"No",150942,3,21,0.1428571,1,27,0
"339654","male",1957,"yes","yes","yes","no","yes","No"," Control",9862,"Yes",177512,2,21,0,0.8571429,49,0
"60135","male",1982,"yes","yes","yes","no","no","Yes"," Neighbors",1735,"Yes",31217,4,21,0.5238096,0.9047619,24,1
"198827","female",1983,"no","yes","yes","no","yes","Yes"," Control",5774,"No",103926,3,21,0.2380952,0.7142857,23,0
"148467","male",1974,"yes","yes","yes","no","yes","No"," Control",4294,"No",77276,1,21,0.4761905,0.8095238,32,0
"21932","male",1958,"yes","yes","yes","no","yes","No"," Neighbors",645,"No",11598,2,21,0.2380952,0.8571429,48,1
"7624","male",1926,"yes","yes","yes","yes","yes","No"," Control",224,"Yes",4032,2,21,0.0952381,0.952381,80,0
"279271","male",1961,"yes","yes","yes","no","yes","No"," Control",8110,"No",145967,2,21,0,0.5238096,45,0
"277890","male",1941,"yes","yes","yes","no","no","Yes"," Control",8072,"No",145290,2,21,0.6190476,1,65,0
"17859","female",1939,"yes","yes","yes","no","no","No"," Control",523,"No",9413,2,21,0.1428571,0.9047619,67,0
"98948","female",1970,"yes","no","yes","yes","no","Yes"," Neighbors",2849,"Yes",51272,1,21,0.2857143,0.9047619,36,1
"252096","male",1951,"yes","yes","yes","no","no","Yes"," Control",7334,"No",132005,3,21,0.6666667,0.952381,55,0
"81162","male",1953,"yes","yes","yes","no","no","Yes"," Control",2335,"Yes",42027,2,21,0.4761905,0.952381,53,0
"97609","female",1985,"no","no","yes","no","no","No"," Control",2811,"No",50588,3,21,0.3809524,0.9047619,21,0
"26370","male",1959,"yes","yes","yes","no","no","No"," Control",772,"No",13883,2,21,0.0952381,0.9047619,47,0
"160781","male",1960,"no","yes","yes","no","yes","Yes"," Control",4661,"Yes",83885,3,21,0.2857143,0.952381,46,0
"31150","male",1977,"yes","yes","yes","no","no","No"," Control",906,"No",16298,3,21,0.1904762,0.8095238,29,0
"65137","male",1966,"yes","yes","yes","yes","no","Yes"," Control",1878,"No",33797,1,21,0.4285714,1,40,0
"109803","male",1970,"yes","yes","yes","no","yes","No"," Control",3161,"No",56881,2,21,0.047619,1,36,0
"132633","male",1958,"yes","no","yes","no","no","No"," Control",3826,"No",68865,2,21,0.5714286,0.8571429,48,0
"105278","female",1961,"no","no","yes","no","no","No"," Control",3030,"No",54525,3,21,0.2380952,0.952381,45,0
"149069","male",1947,"yes","yes","yes","yes","no","No"," Control",4311,"Yes",77593,2,21,0.047619,0.8571429,59,0
"262887","male",1968,"yes","yes","yes","no","yes","No"," Control",7648,"No",137660,2,21,0.047619,1,38,0
"149526","male",1930,"yes","yes","yes","no","no","No"," Control",4325,"No",77834,2,17,0.2352941,1,76,0
"123875","male",1956,"yes","yes","yes","no","no","Yes"," Control",3570,"Yes",64246,3,21,0.5238096,0.9047619,50,0
"342064","male",1948,"yes","yes","yes","no","no","Yes"," Control",9938,"No",178875,2,21,0.8095238,0.952381,58,0
"4921","male",1952,"yes","yes","yes","no","no","No"," Control",147,"No",2633,2,21,0.1428571,0.9047619,54,0
"138637","female",1960,"yes","yes","yes","yes","yes","No"," Neighbors",4001,"Yes",72016,2,21,0.4285714,0.9047619,46,1
"200232","male",1962,"yes","yes","yes","no","yes","No"," Neighbors",5815,"No",104663,2,21,0.0952381,1,44,1
"48500","female",1950,"yes","yes","yes","yes","yes","No"," Control",1401,"Yes",25208,2,21,0.0952381,1,56,0
"94196","female",1949,"yes","yes","yes","no","no","No"," Control",2713,"No",48825,2,21,0.3809524,0.9047619,57,0
"271159","male",1973,"no","no","yes","no","no","Yes"," Control",7882,"No",141870,2,21,0.3809524,0.9047619,33,0
"187806","male",1954,"yes","yes","yes","no","yes","No"," Neighbors",5452,"No",98120,2,21,0.047619,0.8571429,52,1
"233010","female",1947,"yes","no","yes","no","yes","Yes"," Neighbors",6788,"Yes",122184,2,21,0.4285714,0.9047619,59,1
"199832","male",1966,"yes","yes","yes","no","yes","No"," Control",5803,"Yes",104452,2,21,0.1904762,0.952381,40,0
"121393","female",1946,"yes","yes","yes","yes","no","No"," Control",3497,"No",62946,2,21,0.1428571,0.9047619,60,0
"277777","female",1937,"yes","yes","yes","no","no","No"," Control",8069,"Yes",145236,2,21,0.047619,0.9047619,69,0
"199533","female",1946,"yes","no","yes","no","yes","No"," Control",5794,"No",104292,2,21,0.2380952,0.952381,60,0
"325105","male",1982,"no","yes","yes","no","no","Yes"," Control",9418,"No",169515,6,21,0.6666667,0.8571429,24,0
"188893","female",1934,"yes","yes","yes","yes","yes","No"," Control",5483,"Yes",98693,2,21,0.3333333,0.952381,72,0
"146516","male",1940,"yes","yes","yes","yes","no","No"," Control",4236,"No",76237,2,21,0.4285714,0.9047619,66,0
"123892","male",1939,"yes","no","yes","no","no","Yes"," Neighbors",3570,"Yes",64255,1,17,0.2352941,0.9411765,67,1
"264454","male",1964,"yes","yes","yes","no","yes","No"," Neighbors",7693,"No",138469,1,21,0.2857143,0.8571429,42,1
"222656","female",1944,"yes","yes","yes","yes","yes","Yes"," Control",6481,"No",116657,2,21,0.6190476,0.8571429,62,0
"116399","male",1954,"yes","yes","yes","no","yes","No"," Neighbors",3353,"Yes",60340,2,21,0.2857143,0.952381,52,1
"294142","male",1950,"yes","yes","yes","no","yes","No"," Control",8522,"Yes",153392,1,21,0,1,56,0
"16822","female",1949,"yes","yes","yes","no","yes","Yes"," Control",494,"Yes",8879,2,21,0.5714286,0.8571429,57,0
"266537","female",1966,"yes","yes","yes","no","no","No"," Control",7754,"No",139556,2,21,0.0952381,0.8095238,40,0
"335810","male",1950,"yes","no","yes","yes","yes","No"," Control",9744,"Yes",175378,1,21,0.3809524,0.952381,56,0
"211680","female",1964,"yes","yes","yes","no","no","No"," Neighbors",6157,"No",110822,2,21,0,0.8571429,42,1
"106268","female",1964,"yes","no","yes","no","no","Yes"," Control",3058,"No",55032,2,21,0.3809524,0.952381,42,0
"338617","male",1957,"yes","yes","yes","yes","yes","No"," Control",9831,"No",176958,2,21,0.4285714,0.952381,49,0
"7811","male",1951,"yes","yes","yes","no","no","Yes"," Control",230,"Yes",4133,2,21,0.5714286,0.952381,55,0
"301504","male",1938,"yes","yes","yes","no","no","Yes"," Control",8730,"No",157127,2,21,0.6666667,0.952381,68,0
"138101","female",1954,"yes","yes","yes","yes","yes","No"," Control",3986,"No",71742,2,21,0.1428571,0.952381,52,0
"292646","male",1949,"yes","yes","yes","no","no","No"," Control",8478,"Yes",152598,2,21,0.3333333,0.952381,57,0
"268967","male",1938,"yes","yes","yes","yes","yes","Yes"," Control",7824,"Yes",140817,3,21,0.3809524,1,68,0
"191570","female",1949,"yes","yes","yes","yes","yes","No"," Control",5563,"No",100124,3,21,0.5238096,1,57,0
"67981","male",1957,"yes","yes","yes","no","yes","No"," Neighbors",1960,"Yes",35268,1,21,0.3333333,1,49,1
"66740","female",1943,"yes","yes","yes","no","yes","No"," Control",1924,"Yes",34618,3,21,0,0.952381,63,0
"131946","female",1932,"yes","yes","yes","yes","no","No"," Control",3807,"Yes",68519,1,21,0.3333333,1,74,0
"146969","female",1962,"no","yes","yes","no","yes","Yes"," Neighbors",4250,"No",76494,1,21,0.4285714,0.952381,44,1
"280017","female",1964,"yes","yes","yes","no","no","No"," Control",8131,"No",146356,2,21,0.2380952,0.9047619,42,0
"315713","female",1970,"yes","yes","yes","yes","yes","Yes"," Neighbors",9141,"No",164537,2,21,0.4761905,1,36,1
"279314","female",1979,"no","no","yes","no","no","No"," Control",8111,"No",145989,2,20,0.2,0.9,27,0
"135277","male",1956,"yes","yes","yes","no","yes","No"," Control",3904,"Yes",70272,3,21,0.1428571,0.8571429,50,0
"215014","male",1986,"no","no","yes","no","no","No"," Control",6254,"No",112565,3,21,0.2857143,0.8571429,20,0
"297601","male",1964,"yes","yes","yes","no","no","No"," Control",8623,"No",155209,2,21,0.1428571,0.952381,42,0
"191275","female",1946,"yes","yes","yes","no","no","No"," Control",5554,"No",99966,2,21,0.2380952,1,60,0
"166725","male",1961,"yes","yes","yes","no","no","Yes"," Control",4834,"No",86998,2,21,0.1428571,0.8095238,45,0
"243540","female",1963,"no","yes","yes","no","no","No"," Control",7093,"No",127669,2,21,0.3333333,1,43,0
"270939","male",1971,"yes","yes","yes","no","no","Yes"," Control",7876,"No",141766,2,21,0.4761905,1,35,0
"247817","female",1953,"yes","yes","yes","no","no","Yes"," Control",7212,"Yes",129804,1,21,0.5238096,0.9047619,53,0
"304245","male",1966,"yes","yes","yes","yes","yes","Yes"," Neighbors",8813,"Yes",158620,2,21,0.4285714,0.952381,40,1
"99809","male",1952,"yes","yes","yes","yes","no","Yes"," Neighbors",2874,"Yes",51725,2,21,0.3809524,1,54,1
"335932","female",1957,"yes","yes","yes","no","yes","No"," Control",9747,"Yes",175441,2,21,0.0952381,0.952381,49,0
"37058","female",1943,"yes","yes","yes","yes","yes","Yes"," Control",1074,"Yes",19328,2,21,0.5238096,0.952381,63,0
"210764","female",1958,"yes","no","yes","no","yes","Yes"," Control",6131,"Yes",110347,1,21,0.4285714,0.9047619,48,0
"64968","female",1971,"yes","yes","yes","no","no","Yes"," Control",1873,"No",33708,2,21,0.5238096,0.9047619,35,0
"331877","female",1965,"yes","yes","yes","yes","yes","No"," Control",9626,"No",173255,2,21,0.1904762,0.7619048,41,0
"274696","male",1948,"yes","yes","yes","no","yes","No"," Control",7984,"No",143696,2,21,0.2380952,0.952381,58,0
"186786","female",1959,"yes","yes","yes","yes","no","Yes"," Neighbors",5422,"No",97596,3,21,0.4285714,0.952381,47,1
"124310","male",1967,"yes","yes","yes","no","no","No"," Control",3583,"No",64479,2,21,0.0952381,0.9047619,39,0
"313632","male",1946,"yes","yes","yes","yes","no","No"," Neighbors",9083,"No",163487,2,21,0.3333333,0.9047619,60,1
"152850","female",1954,"yes","no","yes","no","no","No"," Control",4424,"No",79631,2,21,0.1904762,1,52,0
"188886","female",1982,"no","yes","yes","no","no","No"," Control",5483,"No",98690,4,21,0.1904762,0.8571429,24,0
"4056","male",1983,"no","yes","yes","no","no","Yes"," Neighbors",122,"No",2182,3,21,0.6190476,1,23,1
"314648","male",1952,"yes","yes","yes","no","no","No"," Neighbors",9111,"No",163995,2,21,0.5238096,1,54,1
"121495","female",1962,"yes","no","yes","no","no","No"," Control",3500,"No",62995,2,21,0.2857143,0.9047619,44,0
"260091","male",1984,"no","yes","yes","no","yes","Yes"," Control",7567,"No",136205,4,21,0.5714286,0.952381,22,0
"294082","female",1936,"yes","yes","yes","no","yes","No"," Control",8520,"Yes",153357,1,16,0.1875,0.9375,70,0
"31559","male",1946,"yes","yes","yes","no","no","Yes"," Control",917,"Yes",16503,2,20,0.5,1,60,0
