"","id","listing_url","name","host_id","host_name","host_since","host_response_rate","host_is_superhost","host_acceptance_rate","host_listings_count","host_verifications","host_has_profile_pic","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bathrooms","bedrooms","beds","price","has_availability","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month"
"2078",14071933,"https://www.airbnb.com/rooms/14071933","Lakefront Bungalow with Pool & Hot Tub (#10)",62926106,"Guy","2016-03-14","94%","f","99%",18,"['email', 'phone']","t",78734,30.37151,-97.98796,"Entire bungalow","Entire home/apt",2,2,3,200,"t",4.64,4.44,4.76,4.72,4.76,4.92,4.52,0.28
"2079",15221277,"https://www.airbnb.com/rooms/15221277","3miles to downtown and UT.",16192051,"Miyeon","2014-05-31","100%","f","100%",1,"['email', 'phone']","t",78723,30.29671,-97.6772,"Private room in home","Private room",1,1,1,49,"t",4.78,4.84,4.7,4.94,4.87,4.78,4.84,1.77
"2081",14894891,"https://www.airbnb.com/rooms/14894891","Perfect Location - Barton Springs, Zilker, & DT",83806426,"Erin","2016-07-14","100%","t","100%",1,"['email', 'phone']","t",78704,30.23861,-97.77593,"Entire home","Entire home/apt",2,3,4,338,"t",4.96,4.98,4.96,4.98,4.98,4.87,4.93,0.61
"2082",14072370,"https://www.airbnb.com/rooms/14072370","Waterfront Bungalow with Pool & Hot Tub (#11)",62926106,"Guy","2016-03-14","94%","f","99%",18,"['email', 'phone']","t",78734,30.3717,-97.98815,"Entire bungalow","Entire home/apt",2,2,3,200,"t",4.13,4.25,3.75,5,4.25,4.5,4,0.08
"2083",14895186,"https://www.airbnb.com/rooms/14895186","East Austin Guesthouse with Deck & Yard",3120533,"Jena","2012-07-31","100%","f","0%",1,"['email', 'phone']","t",78702,30.2652,-97.72152,"Entire guesthouse","Entire home/apt",1,1,2,99,"t",4.89,4.95,4.83,5,4.99,4.95,4.84,0.81
"2084",15232948,"https://www.airbnb.com/rooms/15232948","HIP EAST SIDE Entire House With Front Porch",94982704,"Lydia","2016-09-13","100%","t","99%",9,"['email', 'phone']","t",78702,30.25346,-97.72296,"Entire home","Entire home/apt",1,2,3,130,"t",4.94,4.97,4.9,4.99,5,4.96,4.88,2.52
"2085",14072680,"https://www.airbnb.com/rooms/14072680","Hill Country Bungalow with Pool & Hot Tub (#12)",62926106,"Guy","2016-03-14","94%","f","99%",18,"['email', 'phone']","t",78734,30.3717,-97.98816,"Entire bungalow","Entire home/apt",2,2,3,221,"t",4.45,4.64,4.91,4.64,4.73,4.55,4.45,0.15
"2088",14900344,"https://www.airbnb.com/rooms/14900344","Lakeway Patio Home",73780282,"Gabriel","2016-05-24","100%","t","71%",2,"['email', 'phone']","t",78734,30.36,-97.98611,"Entire condo","Entire home/apt",2.5,4,5,199,"t",4.76,4.81,4.62,4.97,4.86,4.92,4.78,0.5
"2089",14073051,"https://www.airbnb.com/rooms/14073051","Hill Country Bungalow with Pool & Hot Tub (#13)",62926106,"Guy","2016-03-14","94%","f","99%",18,"['email', 'phone']","t",78734,30.37181,-97.98801,"Entire bungalow","Entire home/apt",2,2,3,200,"t",4.9,4.8,5,4.9,4.8,5,4.3,0.14
"2090",14900580,"https://www.airbnb.com/rooms/14900580","The SoCo Nook",25798475,"Jonathan","2015-01-08","100%","f","88%",1,"['email', 'phone']","t",78745,30.19182,-97.78084,"Entire guesthouse","Entire home/apt",1,1,2,130,"t",5,5,4.97,4.99,5,4.92,4.95,0.82
"2091",14073415,"https://www.airbnb.com/rooms/14073415","Blue Agave Bungalow with Pool & Hot Tub (#14)",62926106,"Guy","2016-03-14","94%","f","99%",18,"['email', 'phone']","t",78734,30.37193,-97.98796,"Entire bungalow","Entire home/apt",2,2,3,229,"t",4.69,5,4.62,4.92,5,5,4.46,0.18
"2092",14901480,"https://www.airbnb.com/rooms/14901480","Austin  AirStream Adventure #19 with free bikes!!",23072158,"Denise","2014-10-28","100%","t","99%",3,"['email', 'phone']","t",78704,30.2329963700256,-97.7471853957338,"Camper/RV","Entire home/apt",1,1,1,69,"t",4.83,4.91,4.85,4.98,4.96,4.79,4.78,1.91
"2093",15241699,"https://www.airbnb.com/rooms/15241699","Cactus&Comfort Central sxsw UT ACL F1  Work@home",40076263,"Linda","2015-07-30","100%","t","100%",1,"['email', 'phone']","t",78751,30.31846,-97.7103,"Private room in home","Private room",1,1,1,65,"t",4.97,4.98,4.97,4.99,4.97,4.92,4.93,1.09
"2094",14073594,"https://www.airbnb.com/rooms/14073594","Treehouse Bungalow with Pool & Hot Tub (#16)",62926106,"Guy","2016-03-14","94%","f","99%",18,"['email', 'phone']","t",78734,30.37241,-97.98742,"Entire bungalow","Entire home/apt",2,2,3,229,"t",4.27,4.29,4.27,4.13,4.07,4.53,4,0.16
"2096",15255266,"https://www.airbnb.com/rooms/15255266","Hyde Park Private Room\Full Bath",8006975,"Robert","2013-08-07","N/A","f","N/A",1,"['email', 'phone', 'work_email']","t",78751,30.31005,-97.71456,"Private room in home","Private room",1,1,1,375,"t",4.5,4.5,5,5,5,4.5,4.5,0.02
"2098",14915418,"https://www.airbnb.com/rooms/14915418","NW Austin Guest House",10903557,"Kim","2013-12-30","N/A","f","N/A",1,"['email', 'phone']","t",78759,30.41624,-97.78908,"Entire guesthouse","Entire home/apt",1,1,1,1500,"t",NA,NA,NA,NA,NA,NA,NA,NA
"2099",14927066,"https://www.airbnb.com/rooms/14927066","Beautifully Updated 2/1 - Historic Hyde Park Charm",77574940,"Jennifer","2016-06-13","100%","f","100%",2,"['email', 'phone']","t",78751,30.30851,-97.73295,"Entire home","Entire home/apt",1,2,4,185,"t",4.99,4.98,4.98,4.94,4.93,4.92,4.92,0.92
"2102",14074010,"https://www.airbnb.com/rooms/14074010","Treehouse Bungalow with Pool & Hot Tub (#17)",62926106,"Guy","2016-03-14","94%","f","99%",18,"['email', 'phone']","t",78734,30.37252,-97.98731,"Entire bungalow","Entire home/apt",2,2,3,229,"t",4.73,4.36,4.91,4.91,5,4.82,4.45,0.12
"2105",14074230,"https://www.airbnb.com/rooms/14074230","Treehouse Bungalow with Pool & Hot Tub (#18)",62926106,"Guy","2016-03-14","94%","f","99%",18,"['email', 'phone']","t",78734,30.37268,-97.98714,"Entire bungalow","Entire home/apt",2,2,3,200,"t",4.55,4.82,4.45,4.73,4.73,4.91,4.73,0.13
"2106",15282205,"https://www.airbnb.com/rooms/15282205","Artsy Eastside Studio Gem with Cozy Deck",36875052,"Annalise","2015-06-27","100%","t","100%",1,"['phone', 'work_email']","t",78741,30.23178,-97.70323,"Entire bungalow","Entire home/apt",1,1,1,90,"t",4.87,4.83,4.93,4.96,4.94,4.5,4.78,0.58
"2107",14944888,"https://www.airbnb.com/rooms/14944888","Cozy South Austin Condo, private bedroom shared BR",26814280,"Irma","2015-01-27","100%","f","62%",2,"['email', 'phone']","t",78745,30.20816,-97.78566,"Private room in condo","Private room",1,1,1,40,"t",5,5,4.78,5,5,4.78,5,0.1
"2108",14948387,"https://www.airbnb.com/rooms/14948387","Private Home in the Heart of Austin",26169611,"Chris","2015-01-15","100%","t","98%",3,"['email', 'phone', 'work_email']","t",78703,30.28443,-97.76887,"Entire home","Entire home/apt",3.5,4,6,1995,"t",4.98,4.98,4.93,4.95,5,4.98,4.9,0.46
"2110",14949492,"https://www.airbnb.com/rooms/14949492","Cozy house studio in Windsor Park",23041688,"Leslie","2014-10-27","100%","f","91%",1,"['email', 'phone', 'work_email']","t",78723,30.30647,-97.69503,"Entire guesthouse","Entire home/apt",1,2,3,96,"t",4.96,4.96,4.84,5,4.99,4.86,4.86,1.24
"2111",15283295,"https://www.airbnb.com/rooms/15283295","Intimate, relaxing, quiet, private. Welcome all!",94868849,"Angel","2016-09-12","100%","t","100%",1,"['email', 'phone']","t",78723,30.29235,-97.70589,"Entire rental unit","Entire home/apt",1,1,1,132,"t",4.9,5,5,5,5,4.85,4.8,0.48
"2112",15283358,"https://www.airbnb.com/rooms/15283358","Beautiful private room close to all attractions",94387756,"Josue","2016-09-09","100%","t","99%",3,"['email', 'phone']","t",78741,30.22941,-97.6921,"Private room in home","Private room",1,1,1,40,"t",4.93,4.94,4.91,4.98,4.96,4.76,4.93,3.23
"2113",14103944,"https://www.airbnb.com/rooms/14103944","Hancock Guest Cottage in Hyde Park",50671207,"Rachel","2015-12-06","100%","t","46%",7,"['email', 'phone', 'work_email']","t",78751,30.30233,-97.72067,"Entire cottage","Entire home/apt",1,2,3,125,"t",4.89,5,4.89,5,5,4.89,4.89,0.1
"2116",14964688,"https://www.airbnb.com/rooms/14964688","Quiet and 10 minutes from Downtown",380810,"David","2011-02-07","33%","f","0%",1,"['email', 'phone']","t",78741,30.22317,-97.73513,"Entire home","Entire home/apt",1.5,2,2,95,"t",4.85,4.88,4.78,4.98,4.95,4.82,4.92,0.64
"2118",14127190,"https://www.airbnb.com/rooms/14127190","Modern Garage Studio",85204265,"Sean","2016-07-21","100%","t","100%",1,"['email', 'phone', 'work_email']","t",78741,30.24453,-97.6933,"Entire guesthouse","Entire home/apt",1,1,1,88,"t",4.93,4.96,4.95,4.99,4.98,4.78,4.84,2.4
"2120",14966345,"https://www.airbnb.com/rooms/14966345","Central MidCenturyModern; private room/bath ONLY",94249266,"Lisa And Mary","2016-09-08","N/A","f","88%",1,"['email', 'phone']","t",78731,30.34234,-97.7819,"Private room in home","Private room",1,1,1,110,"t",4.96,4.96,4.99,4.99,4.97,4.96,4.92,0.78
"2121",14969194,"https://www.airbnb.com/rooms/14969194","Central East ATX Luxury + Heated Saltwater Pool",80625850,"Sarah","2016-06-29","100%","t","99%",3,"['email', 'phone']","t",78702,30.2503280639648,-97.7223587036133,"Entire home","Entire home/apt",3.5,5,9,1117,"t",4.97,4.92,4.95,4.99,4.99,4.94,4.81,1.33
"2122",15286052,"https://www.airbnb.com/rooms/15286052","Cozy nice apartment across St Ed's",57063144,"Elsa","2016-02-01","17%","f","0%",1,"['email', 'phone']","t",78704,30.22777,-97.75909,"Entire rental unit","Entire home/apt",1,1,1,115,"t",4.78,4.78,5,4.94,4.89,5,4.94,0.19
"2128",15315326,"https://www.airbnb.com/rooms/15315326","Restaurants, Moody Center, UT from East Austin Guesthouse",19380268,"Ryan","2014-08-03","100%","t","100%",7,"['email', 'phone', 'work_email']","t",78702,30.27995,-97.71883,"Entire guest suite","Entire home/apt",1,1,1,104,"t",4.96,4.97,4.93,4.97,4.99,4.92,4.92,2.34
"2129",15321919,"https://www.airbnb.com/rooms/15321919","Central Austin Living in a Light-Filled Retreat",1679652,"Stephanie","2012-01-31","100%","t","95%",1,"['email', 'phone', 'work_email']","t",78746,30.27091,-97.81276,"Entire guesthouse","Entire home/apt",1,1,1,149,"t",4.98,4.96,4.98,5,4.98,4.91,4.85,1.23
"2130",14979866,"https://www.airbnb.com/rooms/14979866","Cozy private room in a great location",94387756,"Josue","2016-09-09","100%","t","99%",3,"['email', 'phone']","t",78741,30.23106,-97.69233,"Private room in home","Private room",1,1,1,37,"t",4.89,4.92,4.9,4.97,4.95,4.73,4.87,3.99
"2131",14991271,"https://www.airbnb.com/rooms/14991271","Luxury retreat, magnificent sunset views",71573606,"Liviu","2016-05-11","100%","t","99%",3,"['email', 'phone']","t",78746,30.30028,-97.84164,"Entire home","Entire home/apt",3,3,3,275,"t",4.82,4.71,4.83,4.96,4.91,4.84,4.76,1.23
"2132",15006546,"https://www.airbnb.com/rooms/15006546","Cozy, sparkling clean loft + 2 bdrm IN SHARED HOME",94677584,"Bart","2016-09-11","100%","f","100%",1,"['email', 'phone']","t",78748,30.17897,-97.81792,"Private room in home","Private room",1.5,3,4,90,"t",4.93,4.92,4.99,4.96,4.99,4.81,4.9,0.89
"2134",14184017,"https://www.airbnb.com/rooms/14184017","Insta-Worthy Backyard, Well-Stocked home 4 LT stay",33319490,"Megan","2015-05-13","100%","t","91%",3,"['email', 'phone', 'work_email']","t",78754,30.36963,-97.65255,"Entire home","Entire home/apt",2,3,3,155,"t",4.96,5,4.93,4.98,5,4.78,4.98,0.49
"2137",15328292,"https://www.airbnb.com/rooms/15328292","Quaint Hill Country Haven close to Austin",46299682,"Dr. Foo","2015-10-11","100%","t","86%",1,"['email', 'phone']","t",78733,30.32482,-97.87357,"Entire guesthouse","Entire home/apt",1,1,3,123,"t",4.92,4.92,4.95,4.94,4.89,4.92,4.81,1.71
"2141",15617401,"https://www.airbnb.com/rooms/15617401","East Austin Gem! Yard, Deck and Sauna",1163788,"Olivia","2011-09-15","100%","t","100%",5,"['email', 'phone', 'work_email']","t",78721,30.26844,-97.68574,"Entire cottage","Entire home/apt",1,2,1,93,"t",4.9,4.95,4.85,4.97,4.98,4.74,4.85,3.03
"2143",14205388,"https://www.airbnb.com/rooms/14205388","Evans: Central Austin 6 Bedroom Palace",8167447,"Martin","2013-08-14","91%","f","66%",98,"['email', 'phone', 'work_email']","t",78751,30.31635,-97.71682,"Private room in home","Private room",1,1,1,41,"t",4.59,4.47,4.29,4.53,4.65,4.94,4.59,0.19
"2144",15632001,"https://www.airbnb.com/rooms/15632001","HQ Austin (Lic. #2018046696)",100341183,"Steve","2016-10-19","N/A","f","100%",1,"['email', 'phone']","t",78745,30.18884,-97.78428,"Entire home","Entire home/apt",2,3,3,249,"t",5,5,5,5,5,4.89,4.89,0.3
"2145",15393879,"https://www.airbnb.com/rooms/15393879","Attractive Executive Condo-Extended Stay",22046047,"Barbara","2014-10-02","90%","t","62%",13,"['email', 'phone']","t",78758,30.40382,-97.70899,"Entire condo","Entire home/apt",1,2,1,299,"t",5,5,5,5,5,4.67,4.78,0.1
"2146",15395312,"https://www.airbnb.com/rooms/15395312","10 min to Formula 1, Airport/COTA/15 mins to DT",27979718,"Roni","2015-02-19","100%","f","85%",3,"['email', 'phone']","t",78744,30.1721,-97.69285,"Entire home","Entire home/apt",2.5,3,4,245,"t",5,5,5,5,5,5,5,0.07
"2148",15395320,"https://www.airbnb.com/rooms/15395320","LA VILLA Central Austin",73871717,"Henry","2016-05-25","100%","t","100%",6,"['email', 'phone']","t",78752,30.34234,-97.71565,"Entire guest suite","Entire home/apt",1,1,1,90,"t",4.88,4.91,4.96,4.95,4.92,4.81,4.84,2.51
"2151",15634528,"https://www.airbnb.com/rooms/15634528","5 Bedrooms home (7 beds) - Spacious, Fun Amenities",15655427,"Genevieve","2014-05-18","100%","t","98%",3,"['email', 'phone']","t",78728,30.4528,-97.6862,"Entire home","Entire home/apt",2.5,5,7,305,"t",4.8,4.88,4.83,4.95,4.91,4.8,4.82,2.27
"2153",14220861,"https://www.airbnb.com/rooms/14220861","comfortable and spacious, primary bedroom & bath",72022436,"Jesse","2016-05-14","100%","t","50%",2,"['email', 'phone']","t",78744,30.19504,-97.7298,"Private room in home","Private room",1,1,1,42,"t",4.95,5,4.95,5,5,4.79,4.95,0.2
"2156",15418447,"https://www.airbnb.com/rooms/15418447","Dreamy, Lush Retreat in South Austin",5423373,"Stephanie","2013-03-11","89%","f","56%",1,"['email', 'phone']","t",78745,30.2024983891753,-97.7632133254752,"Entire bungalow","Entire home/apt",2,3,2,508,"t",5,5,5,5,5,5,5,1.27
"2157",14220930,"https://www.airbnb.com/rooms/14220930","Evans: Austin Mid-Town Young Professionals Mansion",8167447,"Martin","2013-08-14","91%","f","66%",98,"['email', 'phone', 'work_email']","t",78751,30.31616,-97.71716,"Private room in home","Private room",1,1,1,41,"t",4.67,4.67,4.44,4.89,4.89,5,4.56,0.09
"2158",14221592,"https://www.airbnb.com/rooms/14221592","N.Lamar: Internship Shared Bedroom",8167447,"Martin","2013-08-14","91%","f","66%",98,"['email', 'phone', 'work_email']","t",78751,30.31838,-97.72935,"Shared room in rental unit","Shared room",2,1,1,19,"t",4.63,4.69,3.94,4.94,4.94,4.88,4.69,0.17
"2159",15422675,"https://www.airbnb.com/rooms/15422675","Vintage Airstream 1974 Land Yacht - City Glamping",35421576,"Sarah","2015-06-09","100%","f","73%",2,"['email', 'phone']","t",78703,30.28341,-97.77594,"Camper/RV","Entire home/apt",1,1,2,74,"t",4.81,4.86,4.85,4.86,4.84,4.89,4.88,0.8
"2160",15706510,"https://www.airbnb.com/rooms/15706510","Private and Central Austin Cottage!",9554385,"Jack","2013-10-21","100%","t","95%",3,"['email', 'phone', 'work_email']","t",78751,30.31993,-97.72122,"Tiny home","Entire home/apt",1,1,1,86,"t",4.91,4.95,4.95,4.97,4.98,4.91,4.86,2.57
"2161",14248025,"https://www.airbnb.com/rooms/14248025","Evans: Master Bedroom Private bathroom",8167447,"Martin","2013-08-14","91%","f","66%",98,"['email', 'phone', 'work_email']","t",78751,30.31649,-97.7168,"Private room in home","Private room",1,1,1,54,"t",5,5,4.67,5,5,5,4.33,0.03
"2162",15726925,"https://www.airbnb.com/rooms/15726925","The Big Creek Side",1840480,"Scott & Sally","2012-03-01","100%","t","97%",12,"['email', 'phone']","t",78745,30.2227,-97.79397,"Entire home","Entire home/apt",4,4,4,619,"t",5,5,5,5,5,4.5,4.5,0.06
"2163",15425423,"https://www.airbnb.com/rooms/15425423","The Bardot Hotel Suite Downtown ATX",4929310,"Ryan","2013-02-01","93%","f","100%",30,"['email', 'phone', 'work_email']","t",78701,30.26629,-97.74086,"Entire condo","Entire home/apt",1.5,2,2,225,"t",4.66,4.8,4.8,4.84,4.77,4.95,4.65,1.65
"2165",15485824,"https://www.airbnb.com/rooms/15485824","Modern Hyde Park Studio",6289593,"Chris And Sangeeta","2013-05-08","100%","t","100%",2,"['email', 'phone']","t",78751,30.31174,-97.72345,"Entire guesthouse","Entire home/apt",1,0,1,58,"t",4.81,4.88,4.83,4.93,4.89,4.92,4.81,7.55
"2167",15729240,"https://www.airbnb.com/rooms/15729240","3-DWELLING DOWNTOWN ESTATE ON 3RD ST, Walk DT!",1404731,"Daniel","2011-11-14","100%","t","100%",6,"['email', 'phone']","t",78702,30.26168,-97.7308,"Entire home","Entire home/apt",4,6,9,1826,"t",4.93,4.79,4.81,4.83,4.88,4.9,4.79,0.47
"2169",15512987,"https://www.airbnb.com/rooms/15512987","Modern Luxury Home With Hill Country Views",2253103,"Bjorn","2012-04-29","100%","f","40%",1,"['email', 'phone', 'work_email']","t",78731,30.34785,-97.77932,"Entire home","Entire home/apt",4.5,5,8,650,"t",4.95,4.95,4.97,4.95,4.97,4.97,4.9,0.42
"2178",15552468,"https://www.airbnb.com/rooms/15552468","South Congress Tiny House Jewel!",16787151,"Barbara And Robert","2014-06-14","100%","t","100%",2,"['email', 'phone']","t",78704,30.24702,-97.75113,"Entire home","Entire home/apt",1,1,1,130,"t",4.98,4.96,4.98,4.97,4.99,5,4.89,1.73
"2179",16588135,"https://www.airbnb.com/rooms/16588135","Central Aus studio - 45% off monthly stays",45827530,"Adelaine & Marc","2015-10-05","N/A","f","100%",1,"['email', 'phone']","t",78756,30.32,-97.748886,"Entire guesthouse","Entire home/apt",1,0,2,92,"t",4.93,4.96,4.96,4.98,5,4.93,4.93,0.68
"2180",15552668,"https://www.airbnb.com/rooms/15552668","Stylish Tiny House Among the Trees",36487725,"Christi","2015-06-22","100%","t","100%",1,"['email', 'phone']","t",78721,30.28031,-97.692,"Entire home","Entire home/apt",1,1,2,122,"t",4.94,4.93,4.99,4.98,4.97,4.78,4.9,1.67
"2181",15873476,"https://www.airbnb.com/rooms/15873476","King  size room & bath.",102910881,"Valdete","2016-11-07","100%","t","98%",3,"['email', 'phone']","t",78754,30.37236,-97.65247,"Private room in home","Private room",1,1,1,49,"t",4.77,4.82,4.85,4.77,4.8,4.69,4.81,1.69
"2184",15565777,"https://www.airbnb.com/rooms/15565777","Bouldin 2/2  one block off South Congress!",100260520,"Holly","2016-10-18","100%","f","46%",1,"['email', 'phone']","t",78704,30.24407,-97.752,"Entire guesthouse","Entire home/apt",2,2,2,274,"t",5,5,4.96,4.92,4.93,5,4.92,0.29
"2191",15886011,"https://www.airbnb.com/rooms/15886011","Stay on 6th Street | Walk to Convention Center",88769927,"Jason","2016-08-08","100%","t","99%",16,"['email', 'phone']","t",78702,30.26535,-97.73215,"Entire condo","Entire home/apt",2,2,5,79,"t",4.76,4.79,4.69,4.84,4.86,4.8,4.69,8.84
"2194",16628889,"https://www.airbnb.com/rooms/16628889","South Congress Renovated Condo w/ Pool!",307989096,"Maris Stella","2019-11-07","N/A","f","N/A",1,"['email', 'phone']","t",78704,30.25013,-97.74369,"Entire rental unit","Entire home/apt",1,1,1,91,"t",4.76,4.79,4.73,4.94,4.9,4.88,4.71,4.54
"2195",17074156,"https://www.airbnb.com/rooms/17074156","Central Austin ""Peapod"" 2 Story",2466,"Paddy","2008-08-23","N/A","f","100%",1,"['email', 'phone']","t",78702,30.27651,-97.71234,"Entire guesthouse","Entire home/apt",1,1,1,140,"t",4.68,4.71,4.71,4.74,4.65,4.84,4.55,0.36
"2197",17093373,"https://www.airbnb.com/rooms/17093373","SXSW Event Center in East Austin!",1157982,"Lyon","2011-09-14","100%","t","88%",5,"['email', 'phone']","t",78702,30.25916,-97.72687,"Entire home","Entire home/apt",1,1,0,6500,"t",5,5,5,5,5,5,5,0.01
"2198",15916842,"https://www.airbnb.com/rooms/15916842","Modern downtown craftsman bungalow",97784673,"Bob","2016-10-03","100%","t","82%",1,"['email', 'phone', 'work_email']","t",78702,30.28072,-97.71431,"Entire home","Entire home/apt",2.5,3,3,250,"t",4.95,4.95,4.91,4.7,4.84,4.81,4.74,0.47
"2199",16628934,"https://www.airbnb.com/rooms/16628934","Designer Home Built for Entertaining",40495203,"Stacy","2015-08-04","N/A","f","100%",1,"['email', 'phone']","t",78704,30.25523,-97.77667,"Entire home","Entire home/apt",4,5,6,1286,"t",4.95,5,4.91,5,5,4.82,4.82,0.21
"2200",15918079,"https://www.airbnb.com/rooms/15918079","4 Bedrooms, 12 mins to DT & Domain, close to Mesa",2216540,"Marti","2012-04-24","100%","f","86%",1,"['email', 'phone']","t",78731,30.34571,-97.76107,"Entire home","Entire home/apt",3,4,5,750,"t",5,5,5,5,5,5,5,0.28
"2201",17103933,"https://www.airbnb.com/rooms/17103933","Cloud Cottage: Private Guesthouse",114816577,"Erin And Robert","2017-02-04","100%","t","100%",1,"['email', 'phone']","t",78756,30.33024,-97.73347,"Entire guesthouse","Entire home/apt",1,0,1,68,"t",4.93,4.97,4.94,4.98,4.97,4.9,4.93,9.24
"2202",17105678,"https://www.airbnb.com/rooms/17105678","Hancock Pool House, Great for Families",50671207,"Rachel","2015-12-06","100%","t","46%",7,"['email', 'phone', 'work_email']","t",78757,30.34777,-97.74392,"Entire home","Entire home/apt",3,3,4,795,"t",5,5,5,5,5,5,4.67,0.03
